Entity,Code,Year,Terrorist attacks Unknown,Terrorist attacks Hijacking,Terrorist attacks Hostage Taking (Barricade Incident),Terrorist attacks Unarmed Assault,Terrorist attacks Facility/Infrastructure Attack,Terrorist attacks Hostage Taking (Kidnapping),Terrorist attacks Assassination,Terrorist attacks Armed Assault,Terrorist attacks Bombing/Explosion,Terrorist attacks,Terrorism deaths
Venezuela,VEN,2010,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,2010,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,2010,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,ESH,2010,0,0,0,0,0,0,0,0,0,0,0
Yemen Arab Republic,OWID_YAR,2010,0,0,0,0,0,0,0,0,0,0,0
Zambia,ZMB,2010,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia,OWID_YGS,2011,0,0,0,0,0,0,0,0,0,0,0
East Germany,OWID_GDR,2011,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,2011,0,0,0,0,0,0,0,0,0,0,0
USSR,OWID_USS,2011,0,0,0,0,0,0,0,0,0,0,0
West Germany,OWID_GFR,2011,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,2011,15,1,1,3,5,40,55,65,236,421,1525
Algeria,DZA,2011,1,0,0,0,0,2,1,4,7,15,25
Argentina,ARG,2011,0,0,0,0,0,0,0,0,1,1,0
Austria,AUT,2011,0,0,0,0,1,0,0,0,0,1,0
Bahrain,BHR,2011,0,0,0,0,0,0,0,0,1,1,0
Bangladesh,BGD,2011,1,0,0,0,1,1,1,5,4,13,9
Belarus,BLR,2011,0,0,0,0,0,0,0,0,1,1,13
Bhutan,BTN,2011,0,0,0,0,0,0,0,0,1,1,0
Bosnia and Herzegovina,BIH,2011,0,0,0,0,0,0,0,1,0,1,0
Bulgaria,BGR,2011,0,0,0,0,0,0,0,0,2,2,0
Burundi,BDI,2011,0,0,0,0,0,0,0,6,2,8,47
Cameroon,CMR,2011,0,0,0,0,0,1,0,2,0,3,4
Central African Republic,CAF,2011,0,0,0,0,0,0,0,3,0,3,35
Chile,CHL,2011,0,0,0,0,2,0,0,0,4,6,0
China,CHN,2011,0,0,0,0,0,0,0,2,2,4,19
Colombia,COL,2011,2,1,0,0,11,7,3,13,57,94,43
Cote d'Ivoire,CIV,2011,0,0,0,0,0,0,0,1,2,3,23
Czechia,CZE,2011,0,0,0,0,0,0,0,0,1,1,0
Democratic Republic of Congo,COD,2011,3,0,0,0,2,1,1,9,0,16,50
Ecuador,ECU,2011,0,0,0,0,0,0,0,0,1,1,0
Egypt,EGY,2011,0,0,0,0,1,1,0,4,12,18,28
Eritrea,ERI,2011,0,0,0,0,0,1,0,0,0,1,17
Estonia,EST,2011,0,0,0,0,0,0,0,0,1,1,1
Ethiopia,ETH,2011,1,0,0,0,0,0,0,1,1,3,2
France,FRA,2011,0,0,0,0,1,0,0,1,6,8,0
Georgia,GEO,2011,0,0,0,0,0,0,0,0,3,3,1
Germany,DEU,2011,0,0,0,0,0,0,0,1,7,8,2
Greece,GRC,2011,0,0,0,0,4,0,0,0,7,11,0
Honduras,HND,2011,0,0,0,0,0,0,0,1,0,1,2
India,IND,2011,27,0,0,7,89,98,10,205,209,645,499
Indonesia,IDN,2011,0,0,0,1,1,0,1,7,11,21,20
Iran,IRN,2011,0,0,0,0,0,0,2,7,4,13,18
Iraq,IRQ,2011,7,0,0,1,6,28,153,297,816,1308,1870
Ireland,IRL,2011,0,0,0,0,0,0,0,1,3,4,1
Israel,ISR,2011,0,0,0,0,1,0,0,3,47,51,21
Italy,ITA,2011,0,0,0,0,0,0,0,2,3,5,2
Kazakhstan,KAZ,2011,0,0,0,0,0,0,0,1,4,5,12
Kenya,KEN,2011,1,0,0,0,0,3,0,9,29,42,42
Kosovo,OWID_KOS,2011,0,0,0,0,0,0,0,0,1,1,0
Kuwait,KWT,2011,0,0,0,0,0,0,0,0,1,1,0
Kyrgyzstan,KGZ,2011,0,0,0,0,0,0,0,0,1,1,0
Lebanon,LBN,2011,0,0,0,0,0,0,0,1,9,10,1
Libya,LBY,2011,0,0,0,0,0,0,0,2,0,2,0
Madagascar,MDG,2011,0,0,0,0,0,0,1,0,0,1,0
Mali,MLI,2011,0,0,0,0,1,2,0,0,1,4,5
Mauritania,MRT,2011,0,0,0,0,0,0,1,2,0,3,1
Mexico,MEX,2011,0,0,0,0,0,0,0,0,2,2,0
Morocco,MAR,2011,0,0,0,0,0,0,0,0,1,1,17
Myanmar,MMR,2011,0,0,0,0,0,0,0,0,2,2,0
Nepal,NPL,2011,4,0,0,1,2,2,1,11,25,46,16
Netherlands,NLD,2011,0,0,0,0,2,0,0,0,0,2,0
Niger,NER,2011,0,0,0,0,0,1,0,1,0,2,4
Nigeria,NGA,2011,0,0,0,0,4,3,3,82,83,175,447
Norway,NOR,2011,0,1,0,0,0,0,0,1,1,3,77
Pakistan,PAK,2011,15,1,0,1,25,71,42,304,553,1012,1676
Paraguay,PRY,2011,0,0,0,0,0,1,0,0,3,4,0
Philippines,PHL,2011,6,1,0,0,22,13,11,45,53,151,127
Portugal,PRT,2011,0,0,0,0,2,0,0,0,0,2,0
Russia,RUS,2011,1,0,0,0,2,3,21,60,101,188,160
Rwanda,RWA,2011,0,0,0,0,0,0,0,0,2,2,2
Saudi Arabia,SAU,2011,0,0,0,0,1,0,0,1,0,2,3
Senegal,SEN,2011,0,0,0,0,0,1,0,3,0,4,21
Somalia,SOM,2011,8,1,0,3,8,53,14,45,53,185,344
Sudan,SDN,2011,7,1,0,0,3,4,0,19,4,38,193
Sweden,SWE,2011,0,0,0,0,1,0,0,0,0,1,0
Switzerland,CHE,2011,0,0,0,0,0,0,0,0,3,3,0
Syria,SYR,2011,2,0,0,0,1,5,0,15,26,49,163
Thailand,THA,2011,2,0,0,0,8,0,2,89,81,182,152
Tunisia,TUN,2011,0,0,0,0,0,0,0,1,2,3,4
Turkey,TUR,2011,1,1,1,0,14,10,1,9,14,51,25
Ukraine,UKR,2011,0,0,0,0,0,0,0,0,3,3,0
United Kingdom,GBR,2011,0,1,0,1,9,0,0,6,30,47,1
United States,USA,2011,0,0,0,0,3,0,0,3,3,9,0
World,OWID_WRL,2011,113,9,2,19,236,360,342,1391,2582,5054,8229
Yemen,YEM,2011,9,0,0,1,3,8,18,41,38,118,461
Zimbabwe,ZWE,2011,0,0,0,0,0,0,0,0,1,1,0
Albania,ALB,2011,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,2011,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,2011,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,2011,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,2011,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2011,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,2011,0,0,0,0,0,0,0,0,0,0,0
Bahamas,BHS,2011,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,2011,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,2011,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,2011,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,2011,0,0,0,0,0,0,0,0,0,0,0
Bolivia,BOL,2011,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,2011,0,0,0,0,0,0,0,0,0,0,0
Brazil,BRA,2011,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2011,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,2011,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2011,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2011,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,2011,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,2011,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,2011,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,2011,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,2011,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,2011,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,2011,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,2011,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,2011,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,2011,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,2011,0,0,0,0,0,0,0,0,0,0,0
El Salvador,SLV,2011,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,2011,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,2011,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,2011,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,2011,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2011,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,2011,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,2011,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,2011,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,2011,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,2011,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,2011,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,GLP,2011,0,0,0,0,0,0,0,0,0,0,0
Guatemala,GTM,2011,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,2011,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,2011,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,2011,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,2011,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2011,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,2011,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,2011,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2011,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,2011,0,0,0,0,0,0,0,0,0,0,0
Jordan,JOR,2011,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,2011,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,2011,0,0,0,0,0,0,0,0,0,0,0
Lesotho,LSO,2011,0,0,0,0,0,0,0,0,0,0,0
Liberia,LBR,2011,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,2011,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,2011,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,2011,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,2011,0,0,0,0,0,0,0,0,0,0,0
Malaysia,MYS,2011,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,2011,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,2011,0,0,0,0,0,0,0,0,0,0,0
Martinique,MTQ,2011,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,2011,0,0,0,0,0,0,0,0,0,0,0
Moldova,MDA,2011,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,2011,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,2011,0,0,0,0,0,0,0,0,0,0,0
Namibia,NAM,2011,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,2011,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,2011,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,2011,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,2011,0,0,0,0,0,0,0,0,0,0,0
Panama,PAN,2011,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,2011,0,0,0,0,0,0,0,0,0,0,0
Peru,PER,2011,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,2011,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,2011,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,2011,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,2011,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,LCA,2011,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,2011,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,2011,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,2011,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,2011,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2011,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2011,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2011,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,2011,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,2011,0,0,0,0,0,0,0,0,0,0,0
South Korea,KOR,2011,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,2011,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,2011,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,LKA,2011,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,2011,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,2011,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,TJK,2011,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,2011,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,2011,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,TTO,2011,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,2011,0,0,0,0,0,0,0,0,0,0,0
Uganda,UGA,2011,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,2011,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,2011,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,2011,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,2011,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,2011,0,0,0,0,0,0,0,0,0,0,0
Venezuela,VEN,2011,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,2011,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,2011,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,ESH,2011,0,0,0,0,0,0,0,0,0,0,0
Yemen Arab Republic,OWID_YAR,2011,0,0,0,0,0,0,0,0,0,0,0
Zambia,ZMB,2011,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia,OWID_YGS,2012,0,0,0,0,0,0,0,0,0,0,0
East Germany,OWID_GDR,2012,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,2012,0,0,0,0,0,0,0,0,0,0,0
USSR,OWID_USS,2012,0,0,0,0,0,0,0,0,0,0,0
West Germany,OWID_GFR,2012,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,2012,74,0,2,15,26,57,72,337,886,1469,3521
Algeria,DZA,2012,2,0,0,0,0,1,0,8,30,41,30
Argentina,ARG,2012,0,0,0,0,0,0,1,0,1,2,0
Bahrain,BHR,2012,0,0,0,1,2,0,0,5,18,26,4
Bangladesh,BGD,2012,0,0,0,0,0,1,4,3,10,18,8
Belarus,BLR,2012,0,0,0,0,0,0,0,0,3,3,0
Belgium,BEL,2012,0,0,0,0,1,0,0,0,0,1,1
Bolivia,BOL,2012,0,0,0,0,0,0,0,1,0,1,0
Brazil,BRA,2012,0,0,0,0,0,0,1,0,0,1,1
Bulgaria,BGR,2012,0,0,0,0,0,0,0,0,2,2,8
Burundi,BDI,2012,1,0,0,0,0,0,0,1,2,4,6
Canada,CAN,2012,0,0,0,1,1,0,0,0,1,3,0
Central African Republic,CAF,2012,1,0,0,0,0,1,0,2,0,4,14
Chile,CHL,2012,0,0,0,0,0,0,0,0,2,2,0
China,CHN,2012,0,1,0,1,0,0,0,1,1,4,27
Colombia,COL,2012,5,0,0,0,0,9,0,18,83,115,168
Cote d'Ivoire,CIV,2012,1,0,0,0,0,1,0,14,0,16,45
Cyprus,CYP,2012,0,0,0,0,0,0,0,0,1,1,0
Democratic Republic of Congo,COD,2012,2,0,0,0,1,1,1,15,5,25,288
Ecuador,ECU,2012,0,0,0,0,0,1,0,0,0,1,0
Egypt,EGY,2012,0,0,1,1,0,7,1,28,11,49,44
Ethiopia,ETH,2012,1,0,0,0,0,2,0,0,0,3,25
France,FRA,2012,0,0,1,1,1,0,0,3,60,66,8
Georgia,GEO,2012,0,0,0,0,0,0,1,0,2,3,1
Germany,DEU,2012,0,0,0,0,3,0,0,0,2,5,0
Greece,GRC,2012,0,0,0,2,4,0,0,2,16,24,1
Guatemala,GTM,2012,0,0,0,0,0,0,1,0,0,1,2
Guinea-Bissau,GNB,2012,0,0,0,0,0,0,1,0,0,1,1
Iceland,ISL,2012,0,0,0,0,0,0,0,0,1,1,0
India,IND,2012,6,0,3,3,52,56,30,121,342,613,264
Indonesia,IDN,2012,0,0,0,0,2,1,3,14,19,39,15
Iran,IRN,2012,1,0,0,0,0,0,0,2,2,5,12
Iraq,IRQ,2012,4,1,1,0,2,7,58,247,1115,1435,2679
Ireland,IRL,2012,0,0,0,0,0,0,0,1,28,29,0
Israel,ISR,2012,0,0,0,0,1,0,0,3,55,59,14
Italy,ITA,2012,0,0,0,0,1,0,1,1,7,10,0
Jordan,JOR,2012,0,0,0,0,0,0,1,1,0,2,1
Kazakhstan,KAZ,2012,0,0,0,0,1,0,1,2,0,4,2
Kenya,KEN,2012,1,0,0,0,2,4,4,27,42,80,107
Kosovo,OWID_KOS,2012,0,0,0,0,0,0,0,2,2,4,3
Laos,LAO,2012,0,0,0,0,0,0,0,1,0,1,0
Lebanon,LBN,2012,0,0,0,0,0,1,2,4,8,15,9
Liberia,LBR,2012,0,0,0,0,1,0,0,0,0,1,0
Libya,LBY,2012,0,0,0,0,5,4,11,13,24,57,33
Madagascar,MDG,2012,0,0,0,0,0,0,0,0,1,1,0
Malaysia,MYS,2012,0,0,0,0,0,1,0,1,0,2,2
Maldives,MDV,2012,0,0,0,0,0,0,2,0,0,2,1
Mali,MLI,2012,1,0,0,1,4,6,1,6,0,19,53
Mexico,MEX,2012,0,0,0,1,1,4,1,4,5,16,17
Moldova,MDA,2012,0,0,0,0,0,0,0,0,1,1,0
Mozambique,MOZ,2012,0,0,0,0,0,0,0,1,0,1,1
Myanmar,MMR,2012,1,0,0,0,0,2,0,0,14,17,16
Nepal,NPL,2012,0,0,0,0,1,1,2,1,41,46,9
Niger,NER,2012,0,0,0,0,0,1,0,0,0,1,1
Nigeria,NGA,2012,7,0,4,1,81,24,32,246,220,615,1506
Pakistan,PAK,2012,25,1,4,1,18,72,74,422,1038,1655,2784
Paraguay,PRY,2012,0,0,0,0,1,0,0,1,2,4,1
Peru,PER,2012,3,0,0,0,1,2,0,3,0,9,12
Philippines,PHL,2012,4,1,1,0,14,13,22,83,111,249,212
Russia,RUS,2012,1,0,0,2,0,1,14,45,88,151,161
Rwanda,RWA,2012,0,0,0,0,0,0,0,1,5,6,10
Saudi Arabia,SAU,2012,0,0,0,0,0,0,0,6,0,6,4
Senegal,SEN,2012,5,1,0,0,0,0,0,3,3,12,16
Serbia,SRB,2012,0,0,0,0,0,0,0,2,1,3,1
Somalia,SOM,2012,18,0,0,0,0,8,37,82,180,325,783
South Africa,ZAF,2012,0,0,0,0,0,0,3,1,0,4,5
South Sudan,SSD,2012,1,0,0,0,0,1,0,3,0,5,68
Spain,ESP,2012,0,0,0,0,0,0,0,0,1,1,0
Sri Lanka,LKA,2012,0,0,0,0,0,0,0,1,3,4,0
Sudan,SDN,2012,1,0,1,0,1,6,3,18,10,40,60
Sweden,SWE,2012,0,0,0,0,0,0,0,0,2,2,0
Syria,SYR,2012,4,0,0,0,2,20,9,16,129,180,877
Tajikistan,TJK,2012,0,0,0,0,0,0,3,1,1,5,3
Thailand,THA,2012,1,0,0,0,18,0,12,92,157,280,209
Tunisia,TUN,2012,0,0,0,0,3,0,0,0,0,3,4
Turkey,TUR,2012,6,0,0,0,16,18,2,60,88,190,251
Uganda,UGA,2012,0,0,0,0,0,0,4,0,0,4,5
Ukraine,UKR,2012,0,0,0,0,0,1,0,0,7,8,1
United Kingdom,GBR,2012,0,0,0,0,11,0,1,6,36,54,2
United States,USA,2012,0,0,0,0,15,0,0,3,2,20,7
Venezuela,VEN,2012,0,0,0,0,0,0,1,0,0,1,0
World,OWID_WRL,2012,184,5,20,31,301,356,460,2083,5060,8500,15479
Yemen,YEM,2012,7,0,2,0,8,21,44,98,133,313,1057
Albania,ALB,2012,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,2012,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,2012,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,2012,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,2012,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2012,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2012,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,2012,0,0,0,0,0,0,0,0,0,0,0
Bahamas,BHS,2012,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,2012,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,2012,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,2012,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,2012,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,2012,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,2012,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2012,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,2012,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2012,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,2012,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,2012,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,2012,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,2012,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,2012,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,2012,0,0,0,0,0,0,0,0,0,0,0
Czechia,CZE,2012,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,2012,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,2012,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,2012,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,2012,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,2012,0,0,0,0,0,0,0,0,0,0,0
El Salvador,SLV,2012,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,2012,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,2012,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2012,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,2012,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,2012,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,2012,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2012,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,2012,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,2012,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,2012,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,2012,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,2012,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,2012,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,GLP,2012,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,2012,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,2012,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,2012,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,2012,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2012,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,2012,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2012,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,2012,0,0,0,0,0,0,0,0,0,0,0
Kuwait,KWT,2012,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,KGZ,2012,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,2012,0,0,0,0,0,0,0,0,0,0,0
Lesotho,LSO,2012,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,2012,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,2012,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,2012,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,2012,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,2012,0,0,0,0,0,0,0,0,0,0,0
Martinique,MTQ,2012,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,2012,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,2012,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,2012,0,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,2012,0,0,0,0,0,0,0,0,0,0,0
Namibia,NAM,2012,0,0,0,0,0,0,0,0,0,0,0
Netherlands,NLD,2012,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,2012,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,2012,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,2012,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,2012,0,0,0,0,0,0,0,0,0,0,0
Norway,NOR,2012,0,0,0,0,0,0,0,0,0,0,0
Panama,PAN,2012,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,2012,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,2012,0,0,0,0,0,0,0,0,0,0,0
Portugal,PRT,2012,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,2012,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,2012,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,2012,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,LCA,2012,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,2012,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,2012,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,2012,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2012,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2012,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2012,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,2012,0,0,0,0,0,0,0,0,0,0,0
South Korea,KOR,2012,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,2012,0,0,0,0,0,0,0,0,0,0,0
Switzerland,CHE,2012,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,2012,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,2012,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,2012,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,TTO,2012,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,2012,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,2012,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,2012,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,2012,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,2012,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,2012,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,2012,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,2012,0,0,0,0,0,0,0,0,0,0,0
